,trip_hours,start_time,end_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bike_id,user_type,age,member_gender,bike_share_for_all_trip
1233,0.11,2019-02-28 19:29:22.683,2019-02-28 19:36:10.436,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,50.0,2nd St at Townsend St,37.780526,-122.390288,4930,Subscriber,34.0,Female,No
1245,0.07,2019-02-28 19:31:28.148,2019-02-28 19:35:37.198,58.0,Market St at 10th St,37.776619,-122.417385,60.0,8th St at Ringold St,37.77452040113685,-122.4094493687153,5533,Subscriber,30.0,Male,No
1272,0.27,2019-02-28 19:16:45.642,2019-02-28 19:32:56.294,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,115.0,Jackson Playground,37.7650259,-122.3987734,6234,Subscriber,48.0,Male,No
1295,0.14,2019-02-28 19:21:48.449,2019-02-28 19:30:26.454,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,23.0,The Embarcadero at Steuart St,37.791464,-122.391034,3381,Subscriber,44.0,Male,No
1314,0.3,2019-02-28 19:10:02.506,2019-02-28 19:28:09.678,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,53.0,Grove St at Divisadero,37.775946,-122.4377775,5824,Subscriber,39.0,Male,No
1319,0.3,2019-02-28 19:10:05.288,2019-02-28 19:27:52.747,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,53.0,Grove St at Divisadero,37.775946,-122.4377775,6120,Subscriber,31.0,Male,No
1326,0.24,2019-02-28 19:12:40.100,2019-02-28 19:26:57.590,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,4.0,Cyril Magnin St at Ellis St,37.78588062694133,-122.4089150084319,4751,Subscriber,23.0,Male,No
1328,0.23,2019-02-28 19:13:01.014,2019-02-28 19:26:47.382,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,4.0,Cyril Magnin St at Ellis St,37.78588062694133,-122.4089150084319,6343,Subscriber,24.0,Female,No
1341,0.24,2019-02-28 19:10:53.577,2019-02-28 19:25:31.754,58.0,Market St at 10th St,37.776619,-122.417385,27.0,Beale St at Harrison St,37.7880593,-122.3918648,6497,Subscriber,32.0,Male,No
1343,0.38,2019-02-28 19:02:33.643,2019-02-28 19:25:16.561,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,97.0,14th St at Mission St,37.7682646,-122.4201102,48,Subscriber,68.0,Male,No
1351,0.2,2019-02-28 19:12:45.664,2019-02-28 19:24:29.916,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,96.0,Dolores St at 15th St,37.7662102,-122.4266136,5756,Subscriber,28.0,Male,No
1356,0.16,2019-02-28 19:14:40.123,2019-02-28 19:24:01.450,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,6192,Subscriber,68.0,Male,No
1370,0.07,2019-02-28 19:19:03.757,2019-02-28 19:23:14.210,58.0,Market St at 10th St,37.776619,-122.417385,89.0,Division St at Potrero Ave,37.76921786152374,-122.40764558315276,4733,Subscriber,33.0,Male,No
1371,0.18,2019-02-28 19:12:34.873,2019-02-28 19:23:13.007,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,3066,Subscriber,48.0,Male,No
1378,0.13,2019-02-28 19:14:43.951,2019-02-28 19:22:36.733,58.0,Market St at 10th St,37.776619,-122.417385,98.0,Valencia St at 16th St,37.765052,-122.4218661,4972,Subscriber,30.0,Female,No
1401,0.16,2019-02-28 19:11:08.391,2019-02-28 19:20:50.583,58.0,Market St at 10th St,37.776619,-122.417385,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,4749,Subscriber,34.0,Male,No
1417,0.39,2019-02-28 18:54:58.353,2019-02-28 19:18:31.559,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,285.0,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732,5474,Subscriber,65.0,Male,No
1425,0.05,2019-02-28 19:14:34.413,2019-02-28 19:17:19.334,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,19.0,Post St at Kearny St,37.788975,-122.403452,1883,Subscriber,62.0,Male,No
1426,0.87,2019-02-28 18:24:54.737,2019-02-28 19:17:13.432,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,5600,Customer,24.0,Female,No
1429,0.89,2019-02-28 18:23:40.213,2019-02-28 19:16:57.540,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,4964,Customer,23.0,Male,No
1432,0.11,2019-02-28 19:09:44.294,2019-02-28 19:16:23.280,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,2321,Subscriber,37.0,Other,No
1434,0.2,2019-02-28 19:04:06.301,2019-02-28 19:16:16.683,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,86.0,Market St at Dolores St,37.7693053,-122.4268256,6446,Subscriber,35.0,Male,No
1439,0.15,2019-02-28 19:07:07.884,2019-02-28 19:15:58.457,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,14.0,Clay St at Battery St,37.795001,-122.39997,1907,Subscriber,26.0,Male,No
1440,0.37,2019-02-28 18:53:39.421,2019-02-28 19:15:55.925,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,147.0,29th St at Tiffany Ave,37.7440667,-122.4214722,5957,Subscriber,29.0,Male,No
1446,0.34,2019-02-28 18:54:52.917,2019-02-28 19:15:29.437,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,147.0,29th St at Tiffany Ave,37.7440667,-122.4214722,6153,Customer,30.0,Male,No
1450,0.2,2019-02-28 19:02:49.502,2019-02-28 19:15:04.075,58.0,Market St at 10th St,37.776619,-122.417385,369.0,Hyde St at Post St,37.78734902316596,-122.41665109992026,6327,Subscriber,43.0,Male,No
1461,0.11,2019-02-28 19:07:22.408,2019-02-28 19:13:55.463,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,49.0,S Park St at 3rd St,37.7807601,-122.3949894,1434,Subscriber,47.0,Male,No
1470,0.08,2019-02-28 19:08:07.625,2019-02-28 19:13:12.984,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,101.0,15th St at Potrero Ave,37.76707850458367,-122.40735858678818,4715,Subscriber,28.0,Male,No
1474,0.14,2019-02-28 19:04:25.373,2019-02-28 19:12:50.042,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,66.0,3rd St at Townsend St,37.77874161153677,-122.39274082710836,5569,Subscriber,38.0,Male,No
1498,0.16,2019-02-28 19:01:11.521,2019-02-28 19:11:00.479,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,98.0,Valencia St at 16th St,37.765052,-122.4218661,5428,Subscriber,40.0,Male,No
1501,0.33,2019-02-28 18:51:05.745,2019-02-28 19:10:48.076,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,6070,Customer,35.0,Male,No
1512,0.34,2019-02-28 18:49:23.021,2019-02-28 19:09:52.591,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,126.0,Esprit Park,37.7616343,-122.3906477,6123,Customer,43.0,Female,No
1515,0.24,2019-02-28 18:54:45.983,2019-02-28 19:09:15.029,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,5226,Subscriber,38.0,Male,No
1526,0.24,2019-02-28 18:54:26.814,2019-02-28 19:08:39.214,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,5091,Subscriber,70.0,Male,No
1527,0.36,2019-02-28 18:46:59.639,2019-02-28 19:08:21.422,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,371.0,Lombard St at Columbus Ave,37.80274615250053,-122.41357862949371,6146,Subscriber,38.0,Male,No
1528,0.28,2019-02-28 18:51:27.377,2019-02-28 19:08:15.551,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,129.0,Harrison St at 20th St,37.758862,-122.412544,5568,Customer,34.0,Male,No
1578,0.21,2019-02-28 18:52:00.267,2019-02-28 19:04:20.701,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,126.0,Esprit Park,37.7616343,-122.3906477,6148,Subscriber,38.0,Male,No
1586,0.19,2019-02-28 18:52:11.054,2019-02-28 19:03:34.528,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,26.0,1st St at Folsom St,37.78729,-122.39438,4976,Subscriber,74.0,Male,No
1589,0.18,2019-02-28 18:52:45.027,2019-02-28 19:03:25.773,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7810737,-122.4117382,3454,Subscriber,43.0,Male,No
1595,0.16,2019-02-28 18:53:18.606,2019-02-28 19:02:55.515,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,78.0,Folsom St at 9th St,37.7737172,-122.4116467,6318,Subscriber,33.0,Male,No
1601,0.13,2019-02-28 18:54:39.849,2019-02-28 19:02:13.528,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,321.0,5th St at Folsom,37.78014570345598,-122.40307085237872,6337,Subscriber,35.0,Male,No
1607,0.24,2019-02-28 18:47:13.129,2019-02-28 19:01:45.298,58.0,Market St at 10th St,37.776619,-122.417385,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,1502,Subscriber,53.0,Male,No
1609,0.26,2019-02-28 18:45:46.586,2019-02-28 19:01:32.243,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,95.0,Sanchez St at 15th St,37.7662185,-122.4310597,5558,Customer,31.0,Male,No
1612,0.11,2019-02-28 18:55:02.867,2019-02-28 19:01:26.993,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,343.0,Bryant St at 2nd St,37.783171989315306,-122.39357203245164,6234,Subscriber,30.0,Male,No
1614,0.25,2019-02-28 18:46:38.411,2019-02-28 19:01:26.617,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,58.0,Market St at 10th St,37.776619,-122.417385,5964,Customer,38.0,Male,No
1615,0.19,2019-02-28 18:49:51.517,2019-02-28 19:01:24.690,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.397086,4944,Subscriber,38.0,Male,No
1618,0.13,2019-02-28 18:53:15.924,2019-02-28 19:01:20.790,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,23.0,The Embarcadero at Steuart St,37.791464,-122.391034,6313,Subscriber,30.0,Male,No
1620,0.16,2019-02-28 18:51:39.243,2019-02-28 19:01:15.901,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,58.0,Market St at 10th St,37.776619,-122.417385,5533,Subscriber,24.0,Male,No
1661,0.29,2019-02-28 18:41:02.415,2019-02-28 18:58:10.696,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,129.0,Harrison St at 20th St,37.758862,-122.412544,5276,Subscriber,38.0,Female,No
1667,0.18,2019-02-28 18:47:16.946,2019-02-28 18:57:59.103,58.0,Market St at 10th St,37.776619,-122.417385,107.0,17th St at Dolores St,37.7630152,-122.4264968,5113,Subscriber,39.0,Male,No
1681,0.06,2019-02-28 18:53:50.747,2019-02-28 18:57:13.618,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,64.0,5th St at Brannan St,37.7767539,-122.3990176,4997,Subscriber,32.0,Male,No
1688,0.32,2019-02-28 18:37:53.980,2019-02-28 18:56:53.470,58.0,Market St at 10th St,37.776619,-122.417385,132.0,24th St at Chattanooga St,37.7518194,-122.4266139,5442,Subscriber,33.0,Female,No
1689,0.18,2019-02-28 18:45:51.893,2019-02-28 18:56:50.526,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,42.0,San Francisco City Hall (Polk St at Grove St),37.77865,-122.41823,6101,Subscriber,28.0,Male,No
1705,0.23,2019-02-28 18:41:45.290,2019-02-28 18:55:41.039,58.0,Market St at 10th St,37.776619,-122.417385,50.0,2nd St at Townsend St,37.780526,-122.390288,6225,Subscriber,24.0,Male,No
1707,0.24,2019-02-28 18:41:14.128,2019-02-28 18:55:21.124,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,115.0,Jackson Playground,37.7650259,-122.3987734,5847,Subscriber,33.0,Male,No
1712,0.07,2019-02-28 18:51:00.169,2019-02-28 18:55:05.740,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,90.0,Townsend St at 7th St,37.771058,-122.402717,5498,Subscriber,33.0,Female,No
1716,0.12,2019-02-28 18:47:41.099,2019-02-28 18:54:46.742,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,78.0,Folsom St at 9th St,37.7737172,-122.4116467,5281,Subscriber,28.0,Male,No
1727,0.57,2019-02-28 18:19:45.692,2019-02-28 18:53:59.465,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,356.0,Valencia St at Clinton Park,37.769188178104585,-122.42228507995604,5438,Subscriber,28.0,Male,No
1728,0.19,2019-02-28 18:42:35.102,2019-02-28 18:53:59.084,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,285.0,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732,4969,Subscriber,32.0,Male,No
1740,0.2,2019-02-28 18:41:05.566,2019-02-28 18:53:08.760,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,112.0,Harrison St at 17th St,37.7638471,-122.4130036,6633,Subscriber,33.0,Male,No
1743,0.18,2019-02-28 18:42:32.573,2019-02-28 18:53:03.217,58.0,Market St at 10th St,37.776619,-122.417385,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,5949,Subscriber,40.0,Male,No
1752,0.07,2019-02-28 18:48:02.015,2019-02-28 18:52:30.293,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,4337,Subscriber,43.0,Male,No
1770,0.15,2019-02-28 18:41:57.623,2019-02-28 18:50:44.449,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,5498,Subscriber,37.0,Female,No
1771,0.05,2019-02-28 18:47:35.186,2019-02-28 18:50:44.063,58.0,Market St at 10th St,37.776619,-122.417385,75.0,Market St at Franklin St,37.7737932060887,-122.42123901844025,2560,Subscriber,34.0,Male,No
1774,0.16,2019-02-28 18:41:03.483,2019-02-28 18:50:38.586,58.0,Market St at 10th St,37.776619,-122.417385,90.0,Townsend St at 7th St,37.771058,-122.402717,4970,Subscriber,28.0,Male,No
1799,0.57,2019-02-28 18:14:54.538,2019-02-28 18:49:17.919,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,13.0,Commercial St at Montgomery St,37.794231,-122.402923,4826,Customer,55.0,Male,No
1800,0.4,2019-02-28 18:25:12.218,2019-02-28 18:49:13.808,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,115.0,Jackson Playground,37.7650259,-122.3987734,4638,Subscriber,54.0,Other,No
1818,0.17,2019-02-28 18:37:35.018,2019-02-28 18:47:57.961,58.0,Market St at 10th St,37.776619,-122.417385,122.0,19th St at Mission St,37.760299,-122.418892,5322,Subscriber,38.0,Female,No
1824,0.09,2019-02-28 18:42:19.793,2019-02-28 18:47:40.774,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,4656,Subscriber,35.0,Male,No
1829,0.16,2019-02-28 18:37:42.030,2019-02-28 18:47:24.257,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,75.0,Market St at Franklin St,37.7737932060887,-122.42123901844025,6560,Subscriber,29.0,Male,No
1843,0.27,2019-02-28 18:30:26.621,2019-02-28 18:46:41.363,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,355.0,23rd St at Tennessee St,37.755367132158526,-122.38879501819608,5804,Subscriber,38.0,Male,No
1847,0.08,2019-02-28 18:41:35.474,2019-02-28 18:46:23.632,58.0,Market St at 10th St,37.776619,-122.417385,34.0,Father Alfred E Boeddeker Park,37.7839879,-122.412408,6220,Subscriber,68.0,Male,No
1874,0.16,2019-02-28 18:35:03.391,2019-02-28 18:44:21.905,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,75.0,Market St at Franklin St,37.7737932060887,-122.42123901844025,5314,Subscriber,36.0,Male,No
1882,0.21,2019-02-28 18:31:18.003,2019-02-28 18:43:58.923,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,61.0,Howard St at 8th St,37.7765126,-122.4113061,5337,Subscriber,51.0,Male,No
1897,0.17,2019-02-28 18:32:51.249,2019-02-28 18:42:58.588,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,364.0,China Basin St at 3rd St,37.7719996,-122.3899698,6111,Subscriber,52.0,Female,No
1918,0.29,2019-02-28 18:24:05.834,2019-02-28 18:41:44.106,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,115.0,Jackson Playground,37.7650259,-122.3987734,5120,Subscriber,36.0,Male,No
1950,0.24,2019-02-28 18:25:31.143,2019-02-28 18:40:04.847,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,85.0,Church St at Duboce Ave,37.7700831,-122.4291557,4773,Subscriber,34.0,Female,No
1980,0.17,2019-02-28 18:27:38.843,2019-02-28 18:38:00.538,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6414,Subscriber,40.0,Male,No
2002,0.11,2019-02-28 18:29:50.716,2019-02-28 18:36:34.606,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,61.0,Howard St at 8th St,37.7765126,-122.4113061,6258,Subscriber,65.0,Male,No
2003,0.1,2019-02-28 18:30:20.067,2019-02-28 18:36:28.962,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,66.0,3rd St at Townsend St,37.77874161153677,-122.39274082710836,4767,Subscriber,41.0,Male,No
2009,0.07,2019-02-28 18:32:05.088,2019-02-28 18:36:12.430,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,49.0,S Park St at 3rd St,37.7807601,-122.3949894,5248,Subscriber,32.0,Female,No
2012,0.31,2019-02-28 18:17:12.965,2019-02-28 18:35:57.412,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,2706,Customer,31.0,Male,No
2018,0.2,2019-02-28 18:24:09.126,2019-02-28 18:35:51.189,58.0,Market St at 10th St,37.776619,-122.417385,369.0,Hyde St at Post St,37.78734902316596,-122.41665109992026,4610,Subscriber,37.0,Female,No
2019,0.16,2019-02-28 18:26:10.445,2019-02-28 18:35:49.926,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,27.0,Beale St at Harrison St,37.7880593,-122.3918648,5544,Subscriber,49.0,Male,No
2029,0.06,2019-02-28 18:32:09.214,2019-02-28 18:35:34.566,58.0,Market St at 10th St,37.776619,-122.417385,60.0,8th St at Ringold St,37.77452040113685,-122.4094493687153,4719,Subscriber,33.0,Male,No
2031,0.06,2019-02-28 18:31:48.667,2019-02-28 18:35:28.762,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,50.0,2nd St at Townsend St,37.780526,-122.390288,5801,Subscriber,34.0,Male,No
2033,0.14,2019-02-28 18:27:07.015,2019-02-28 18:35:21.345,58.0,Market St at 10th St,37.776619,-122.417385,285.0,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732,5489,Subscriber,36.0,Male,No
2034,0.1,2019-02-28 18:29:23.277,2019-02-28 18:35:20.349,58.0,Market St at 10th St,37.776619,-122.417385,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,6633,Subscriber,58.0,Female,No
2042,0.23,2019-02-28 18:21:24.920,2019-02-28 18:35:02.490,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,58.0,Market St at 10th St,37.776619,-122.417385,4970,Subscriber,28.0,Male,No
2045,0.15,2019-02-28 18:25:51.566,2019-02-28 18:34:43.468,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,5314,Customer,33.0,Male,No
2057,0.2,2019-02-28 18:21:42.666,2019-02-28 18:33:52.961,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,122.0,19th St at Mission St,37.760299,-122.418892,6568,Subscriber,32.0,Female,No
2068,0.28,2019-02-28 18:16:20.216,2019-02-28 18:33:24.549,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,123.0,Folsom St at 19th St,37.7605936,-122.4148171,6114,Subscriber,33.0,Male,No
2069,0.28,2019-02-28 18:16:30.955,2019-02-28 18:33:22.391,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,123.0,Folsom St at 19th St,37.7605936,-122.4148171,6573,Customer,39.0,Male,No
2073,0.24,2019-02-28 18:18:59.378,2019-02-28 18:33:11.556,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,123.0,Folsom St at 19th St,37.7605936,-122.4148171,5041,Subscriber,32.0,Male,No
2074,0.16,2019-02-28 18:23:22.101,2019-02-28 18:33:11.485,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,92.0,Mission Bay Kids Park,37.772300631747626,-122.3930275440216,5502,Subscriber,42.0,Male,No
2112,0.12,2019-02-28 18:24:02.041,2019-02-28 18:31:28.134,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,24.0,Spear St at Folsom St,37.7896767,-122.3904285,5307,Subscriber,35.0,Male,No
2128,0.22,2019-02-28 18:16:47.995,2019-02-28 18:30:14.092,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,130.0,22nd St Caltrain Station,37.75728840784085,-122.3920512199402,6095,Subscriber,37.0,Male,No
2131,0.07,2019-02-28 18:25:35.436,2019-02-28 18:29:59.684,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,25.0,Howard St at 2nd St,37.787521780456245,-122.39740490913393,5909,Subscriber,30.0,Male,No
2150,0.23,2019-02-28 18:14:55.853,2019-02-28 18:28:55.407,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,92.0,Mission Bay Kids Park,37.772300631747626,-122.3930275440216,4949,Subscriber,43.0,Male,No
2153,0.18,2019-02-28 18:18:16.800,2019-02-28 18:28:49.176,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,113.0,Franklin Square,37.764555,-122.410345,5774,Subscriber,34.0,Male,No
2159,0.29,2019-02-28 18:11:22.214,2019-02-28 18:28:35.675,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,106.0,Sanchez St at 17th St,37.7632417,-122.4306746,5537,Subscriber,28.0,Male,No
2174,0.09,2019-02-28 18:22:09.721,2019-02-28 18:27:35.021,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,62.0,Victoria Manalo Draves Park,37.77779057034257,-122.40643188357352,6225,Subscriber,35.0,Other,No
2177,0.28,2019-02-28 18:10:52.037,2019-02-28 18:27:27.988,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,5923,Subscriber,42.0,Female,Yes
2191,0.5,2019-02-28 17:57:04.259,2019-02-28 18:27:04.800,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,120.0,Mission Dolores Park,37.7614205,-122.4264353,5377,Subscriber,39.0,Other,No
2192,0.1,2019-02-28 18:21:12.650,2019-02-28 18:27:04.020,58.0,Market St at 10th St,37.776619,-122.417385,85.0,Church St at Duboce Ave,37.7700831,-122.4291557,5137,Subscriber,48.0,Male,No
2197,0.16,2019-02-28 18:17:04.680,2019-02-28 18:26:51.830,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,1821,Subscriber,31.0,Male,No
2200,0.36,2019-02-28 18:05:18.777,2019-02-28 18:26:42.416,58.0,Market St at 10th St,37.776619,-122.417385,8.0,The Embarcadero at Vallejo St,37.799953,-122.398525,5373,Subscriber,34.0,Male,No
2213,0.19,2019-02-28 18:14:16.577,2019-02-28 18:25:47.510,58.0,Market St at 10th St,37.776619,-122.417385,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,4337,Subscriber,49.0,Male,No
2217,0.25,2019-02-28 18:10:25.425,2019-02-28 18:25:26.282,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,58.0,Market St at 10th St,37.776619,-122.417385,6151,Subscriber,25.0,Male,No
2229,0.2,2019-02-28 18:12:19.753,2019-02-28 18:24:22.437,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,98.0,Valencia St at 16th St,37.765052,-122.4218661,6112,Subscriber,33.0,Male,No
